bathrooms,indoor_surface,communal_pool,u/f_heating_climate_control,gym,communal_garden,domotics,private_pool,private_garden,barbeque,jacuzzi,luxury,bedrooms,alarm_system_security,games_room,price_log,price_raw
0.09953116642032861,0.41523317097567114,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,12.524530013005734,275000
0.4165460034809779,0.9073401630514693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2727272727272727,0.0,0.0,13.800397935382136,985000
0.09953116642032861,0.42892129110009836,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.180759965737863,195000
0.479624933136263,0.8499726859874062,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.18181818181818182,0.0,0.0,15.72505321099685,6750000
0.2398124665681314,0.42892129110009836,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.691583538230217,325000
0.2398124665681314,0.606351491514304,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0909090909090909,1.0,0.0,12.495007682693725,267000
0.2398124665681314,0.4467281143383395,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0909090909090909,0.0,0.0,12.396697137361691,242000
0.479624933136263,0.9409055314186345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13636363636363635,0.0,0.0,14.900700164138025,2960000
0.33934363298846004,0.5869185171131543,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,13.171155446333852,525000
0.2398124665681314,0.533834512640273,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,13.151924121391561,515000
0.33934363298846004,0.5856435530640465,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.13636363636363635,0.0,0.0,13.217675375388819,550000
0.2398124665681314,0.57650043655166,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,12.765691290604371,350000
0.09953116642032861,0.378314440784589,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.230770136157428,205000
0.09953116642032861,0.32094112584740975,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.54254845357358,280000
0.2398124665681314,0.5151417878920896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,13.910821646859095,1100000
0.479624933136263,0.935453938015967,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.18181818181818182,0.0,0.0,14.77102238760702,2600000
0.33934363298846004,0.5402478489461815,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.045454545454545456,1.0,0.0,14.220976332738882,1500000
0.2398124665681314,0.4367341816179332,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.345838935721968,230000
0.09953116642032861,0.3680005812563941,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.577639650232573,290000
0.2398124665681314,0.4467281143383395,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.691583538230217,325000
0.2398124665681314,0.4741906613056327,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,1.0,0.0,12.691583538230217,325000
0.4165460034809779,0.7703921006117818,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.13636363636363635,1.0,0.0,14.868428236288546,2866000
0.09953116642032861,0.5060758514817465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,12.250094315624496,209000
0.4165460034809779,0.6843652563993077,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.18181818181818182,0.0,0.0,12.628070334272698,305000
0.2398124665681314,0.5151417878920896,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,13.180634172318978,530000
0.29314494167488425,0.7499706440589793,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0909090909090909,1.0,0.0,14.115615891155079,1350000
0.2398124665681314,0.5151417878920896,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.524530013005734,275000
0.33934363298846004,0.6961505225267273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0909090909090909,1.0,0.0,14.282384921160133,1595000
0.09953116642032861,0.37149384215438586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.296831574998258,219000
0.2398124665681314,0.5305545892093935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,12.896719202134523,399000
0.09953116642032861,0.40061319022589725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,11.918397239722838,150000
0.33934363298846004,0.5402478489461815,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0909090909090909,0.0,0.0,13.091906231773164,485000
0.09953116642032861,0.4065810965324481,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.425212191503038,249000
0.2398124665681314,0.486708618136364,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,13.235693848424024,560000
0.4165460034809779,0.6521891208314152,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,13.112315061750808,495000
0.33934363298846004,0.5894459675795389,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0909090909090909,0.0,0.0,13.112315061750808,495000
0.2398124665681314,0.4180414568697498,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.59473402514672,295000
0.5329574082430156,0.8847372600053807,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.22727272727272724,0.0,1.0,14.580978865220017,2150000
0.09953116642032861,0.3944747494299572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,11.944714374881176,154000
0.2398124665681314,0.44427287833756723,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.250094315624496,209000
0.2398124665681314,0.6132083760683713,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,13.296318365198623,595000
0.3800937667159344,0.7493747190950917,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0909090909090909,1.0,1.0,14.375126917328105,1750000
0.2398124665681314,0.527223812230702,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,12.718899265966332,334000
0.33934363298846004,0.6984319331181235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,13.901689171636098,1090000
0.479624933136263,0.8408133245650549,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.13636363636363635,1.0,1.0,14.731801689838349,2500000
0.4165460034809779,0.7558407035600005,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.18181818181818182,1.0,0.0,14.077875591662238,1300000
0.09953116642032861,0.41523317097567114,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.425212191503038,249000
0.2398124665681314,0.5641425424217843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,12.201065128819632,199000
0.4165460034809779,0.6425968662804951,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.13636363636363635,1.0,0.0,13.651815643149092,849000
0.2398124665681314,0.722724387884411,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.18181818181818182,0.0,0.0,13.216765872660371,549500
0.2398124665681314,0.40061319022589725,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,12.345817196449755,229995
0.2398124665681314,0.478444875802002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.608202196848836,299000
0.2398124665681314,0.5402478489461815,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,12.577639650232573,290000
0.44952106267325953,0.6718957521820343,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.13636363636363635,0.0,1.0,12.948012371209098,420000
0.33934363298846004,0.8439100385334191,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.13636363636363635,0.0,0.0,13.753636218075409,940000
0.4165460034809779,0.7186322486969188,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0909090909090909,0.0,0.0,14.452087916136215,1890000
0.5329574082430156,0.740853399866938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272724,0.0,0.0,15.424948670398354,5000000
